0	1	12	0	4	0	0	10	9	1	0	1	0	10	0	3	0	0	19	105	0	3	0	0	4	1	0	15	6	1	4	0	0	0	2	4	1	12	3	0	4	0	1	3	14	0	0
0	0	12	1	5	1	0	1	14	11	3	0	1	19	0	4	6	2	16	109	0	3	0	2	11	1	0	18	6	0	1	2	2	0	0	0	0	6	45	0	6	0	1	6	1	0	0
0	2	11	1	12	2	3	6	14	5	23	0	0	4	1	5	5	4	20	128	0	0	0	2	3	1	1	20	2	1	2	0	3	10	1	4	1	17	31	0	11	1	3	8	1	0	0
3	0	19	1	15	5	10	2	23	10	5	1	1	3	3	2	5	3	38	128	0	0	0	3	32	1	0	24	4	2	0	0	3	8	5	6	3	52	44	2	18	7	4	39	1	0	0
4	1	40	1	23	2	16	1	48	20	4	2	0	9	2	7	19	2	72	106	3	0	7	1	23	0	0	28	4	3	1	0	17	5	12	7	2	70	62	0	15	4	18	20	1	2	2
3	0	46	1	41	4	31	0	59	40	19	2	0	7	7	8	12	8	100	167	5	1	10	3	23	0	0	45	2	31	2	0	47	5	11	8	0	106	149	4	40	1	11	26	4	6	1
7	11	89	1	55	1	45	2	134	54	34	5	9	9	30	16	58	15	128	128	20	0	2	6	49	2	0	54	5	43	5	24	52	25	7	3	3	117	167	0	44	6	13	31	2	7	3
2	40	138	1	63	11	72	2	263	80	61	29	9	19	28	19	261	22	261	163	58	3	2	17	99	5	7	91	5	64	12	61	94	78	5	15	22	255	212	0	93	13	17	33	2	13	12
5	123	238	2	156	30	152	40	470	185	197	84	30	50	58	39	673	27	467	220	86	6	7	61	250	35	6	113	25	95	24	108	197	193	10	54	58	562	308	16	187	12	17	67	7	22	17
20	180	490	7	246	54	406	56	786	310	347	113	32	45	105	153	1281	47	961	330	201	9	25	134	657	107	13	138	43	171	52	182	364	252	13	245	52	1413	328	69	228	52	47	113	19	51	30
31	177	854	19	291	108	804	93	1055	562	650	79	38	67	132	166	1475	85	1570	452	411	31	64	156	988	142	39	256	76	425	56	165	356	289	76	732	103	1923	390	57	239	120	97	384	29	68	39
83	187	749	61	462	92	716	122	1260	805	1106	239	70	166	172	238	1381	205	1127	543	487	90	51	157	1022	152	96	513	89	486	56	179	213	218	85	1182	171	1476	241	54	408	155	234	780	120	74	79
176	537	4250	150	1650	479	1635	596	4549	2758	2684	962	251	370	828	1255	2716	689	5866	702	675	278	432	350	3308	500	436	687	444	1189	287	695	806	1056	157	3105	598	4845	759	288	1494	488	365	1659	725	185	280
518	795	7806	627	2797	1523	2406	1266	7142	5449	4480	2415	682	945	1749	2907	3495	1708	9989	1159	1208	793	1032	608	6518	1579	1156	1865	981	2022	662	1557	2128	2642	413	4341	1268	7807	1195	560	3630	1291	675	2936	1717	457	576
858	1470	13883	1561	4879	2468	2830	1792	11230	9097	8400	3564	1264	1326	2850	5844	3836	2850	17259	1560	2024	1536	1620	986	9010	2260	1983	2541	1799	3229	1417	2239	4112	5112	623	4950	2165	12185	1378	1024	7060	2345	1230	3451	3116	866	1003
999	1531	12667	1772	5271	2761	2082	2088	8973	9413	8843	3033	1489	1514	2603	7257	2595	3644	15006	2394	2213	1543	1569	1536	8026	2399	2162	2700	2055	3550	1676	2232	4546	4903	751	4100	1928	10266	1013	1084	8354	2670	1546	2693	4025	944	852
877	1091	7902	1469	4404	2228	1283	1590	5301	8239	6368	1958	1208	1525	2036	5781	1533	2854	8804	1750	2188	1442	1047	1412	5272	1726	1677	2503	1918	2769	1554	1403	3965	3764	857	2460	1663	5974	658	984	7035	2174	1766	1896	3784	799	653
679	548	3469	1059	2686	1499	679	1037	2620	5905	3310	1166	738	1279	1146	3579	823	2058	3811	1470	1295	912	624	1216	3167	963	952	2302	1318	1747	1094	1021	3008	1975	781	1424	1196	2735	381	807	4544	1561	1277	1078	2400	772	525
714	614	2763	896	2425	1371	559	1054	1917	5459	2248	1151	700	1151	1008	3267	604	1777	2611	978	938	901	484	1090	2593	1039	642	1687	1338	1582	846	847	2841	1312	773	1158	1297	1979	349	772	4122	1410	948	842	2262	853	489
673	563	2305	762	2425	985	453	1041	1662	5305	1750	1005	637	1091	761	2599	516	1442	1907	655	739	866	487	1210	2388	1113	520	1682	1370	1520	740	642	2866	925	741	915	1386	1462	270	875	3388	1206	693	649	2215	828	376
493	382	1751	557	2129	839	376	1001	1154	5317	1214	792	540	907	561	2005	402	1334	1471	649	605	859	326	949	2301	925	453	1737	1196	1269	625	433	2376	667	684	646	1317	1152	258	743	2633	1001	581	485	1961	797	337
461	347	1192	275	1834	523	250	937	740	4390	777	454	393	756	375	1560	446	1087	1061	433	444	758	251	621	1906	741	372	1549	1037	1026	494	408	1721	529	520	357	1205	842	242	624	1939	765	556	349	1620	579	345
434	323	972	141	1327	381	170	734	443	3568	473	315	326	679	213	1307	358	969	870	306	375	894	161	468	1565	853	337	1406	983	744	398	293	1468	407	440	258	1179	709	198	493	1608	741	597	347	1230	462	351
269	230	544	102	711	273	77	569	250	2170	392	243	185	401	205	852	262	573	423	235	265	643	87	203	1099	680	173	856	763	374	312	222	854	319	326	165	730	408	171	324	1170	472	416	227	873	228	220
210	110	346	62	471	148	59	338	183	1217	327	210	125	257	159	494	142	347	337	173	219	469	86	73	687	392	152	640	421	227	250	157	516	227	202	60	467	289	112	170	738	280	372	174	474	130	115
182	109	251	40	310	119	26	282	149	576	376	258	80	146	112	379	89	251	233	166	173	359	101	62	529	241	107	492	271	186	158	144	311	212	103	64	310	165	87	80	550	183	278	101	271	78	91
173	236	366	85	523	121	44	475	218	731	677	478	116	144	189	534	118	326	391	276	205	364	238	87	860	451	126	513	358	285	264	256	333	240	127	72	485	240	273	102	927	182	236	150	418	74	112
200	206	399	85	366	105	56	456	194	718	900	525	113	182	218	660	145	294	427	247	215	354	293	56	955	441	205	435	318	358	339	343	267	317	148	41	499	303	245	130	899	197	280	176	496	54	147
172	130	268	80	205	119	45	317	160	570	579	349	77	160	112	414	142	249	309	250	146	219	139	55	1029	387	198	315	196	234	205	340	196	178	164	37	305	295	178	110	725	203	216	157	369	27	112
90	95	317	56	195	189	29	270	95	369	511	252	76	87	127	351	107	227	263	190	80	140	136	31	837	390	208	259	161	167	219	230	126	224	108	18	246	272	147	70	638	136	122	164	304	22	59
80	81	377	43	219	201	48	256	122	290	440	221	81	81	116	447	177	290	308	199	109	180	109	20	670	329	230	215	155	263	321	165	108	182	127	24	129	324	146	44	639	108	100	169	216	17	45
45	42	192	9	143	110	31	180	166	149	448	133	66	26	107	216	68	165	200	269	73	95	72	7	441	225	172	159	81	182	183	99	44	112	80	24	64	168	102	18	403	78	36	110	159	4	25
23	17	135	5	75	62	21	132	78	84	195	63	27	28	82	92	24	52	148	297	38	26	54	0	286	137	106	127	50	96	86	43	28	50	63	11	34	99	33	18	207	29	22	62	95	2	15
9	8	61	0	48	30	8	81	45	43	69	66	19	12	20	78	24	46	75	258	24	10	20	0	160	78	69	80	31	63	48	51	8	23	30	7	39	40	30	4	113	4	23	62	73	1	14
10	2	28	2	37	16	10	65	31	28	24	44	16	2	14	46	16	15	35	234	21	7	5	0	72	41	29	60	19	27	26	20	1	14	12	2	17	22	18	2	40	3	11	32	82	1	10
3	3	13	0	25	8	5	36	34	16	16	28	5	0	7	8	9	3	28	241	7	0	3	0	30	55	39	55	11	2	10	19	0	10	5	19	3	15	4	0	19	8	0	15	31	0	9
0	1	7	0	7	4	2	26	17	6	17	11	3	1	1	6	1	7	43	272	4	0	3	0	62	12	19	41	1	3	4	8	2	1	7	5	0	7	10	0	4	6	1	4	15	0	3
0	1	7	0	8	1	1	17	18	4	2	25	1	1	2	0	5	5	13	235	0	0	0	0	17	16	16	48	0	0	0	0	0	0	0	0	0	1	4	0	7	7	0	2	7	0	8
0	0	2	0	4	0	1	19	12	4	4	16	0	0	0	0	0	2	8	205	0	3	2	0	9	17	7	11	0	0	0	4	0	0	1	2	0	1	1	0	8	3	0	0	2	0	5
1	0	0	0	1	0	0	9	8	1	2	6	0	0	1	3	0	0	11	158	4	0	0	0	1	6	0	2	1	0	0	2	0	0	0	2	0	1	0	0	6	0	0	0	2	0	2
0	0	1	2	0	0	0	4	2	2	1	1	0	0	0	2	0	3	2	100	0	0	0	0	3	1	0	3	0	0	1	0	0	0	1	2	0	0	0	0	7	0	0	1	0	0	0
0	0	1	0	0	0	0	2	2	2	0	0	0	0	1	4	0	2	9	64	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	1	1	0	1	0	3	0	0	0	0	0	0
0	0	1	1	1	1	0	1	1	0	1	4	0	0	2	3	0	0	5	64	0	0	0	0	3	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0
0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	2	47	0	0	0	0	5	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	1
1	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	3	33	0	0	0	0	4	0	0	5	0	1	0	0	1	1	2	1	0	0	0	0	7	1	0	0	0	0	0
0	0	0	4	0	3	0	0	0	1	0	0	1	0	0	0	0	15	1	36	0	0	0	0	7	0	0	8	0	2	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0
0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	2	0	1	2	42	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	4	0	0	0	1	2	0
12	0	1	0	0	0	0	1	0	3	0	0	0	0	0	1	0	9	4	55	2	0	0	0	1	0	0	4	0	0	1	3	0	0	0	0	0	1	0	0	6	0	0	0	1	2	0
10	0	2	0	12	1	2	0	2	2	2	0	0	1	2	0	0	0	1	43	0	0	0	0	0	0	0	7	0	3	3	1	0	0	0	5	0	0	0	0	13	0	0	1	0	0	0
17	0	1	0	10	2	1	0	4	1	0	1	0	0	0	1	0	1	1	45	0	0	0	1	0	0	1	7	4	7	0	3	0	0	0	4	1	2	0	0	2	0	0	1	1	0	0
6	0	6	1	9	1	16	0	4	0	1	0	0	0	2	12	0	1	4	58	0	0	0	0	3	0	0	5	1	4	0	0	1	0	0	3	0	4	0	3	6	0	0	1	0	1	0
2	0	14	0	4	0	9	0	6	3	4	1	0	0	0	29	1	3	14	55	0	3	0	0	4	0	0	6	0	2	0	0	0	1	0	9	0	0	0	12	5	0	0	1	0	2	0
3	0	3	0	17	0	0	4	9	4	11	5	3	0	0	2	0	0	7	30	0	0	0	0	2	0	1	4	0	0	0	0	1	0	0	0	0	0	0	4	8	0	1	0	3	0	0
0	3	8	0	42	1	3	2	8	4	26	9	3	2	1	11	0	1	39	40	5	0	0	0	2	0	0	24	0	1	0	0	0	0	0	2	1	6	12	0	10	1	1	1	2	2	0
0	1	25	0	12	34	6	8	26	10	32	1	0	2	5	4	0	3	35	45	12	0	0	1	26	1	0	30	1	5	0	4	1	2	0	4	1	11	19	8	13	1	9	0	0	1	0
0	0	33	1	24	43	5	8	28	9	37	0	0	4	8	11	0	10	53	54	20	0	0	2	4	0	1	54	3	6	1	10	5	6	4	7	2	3	9	6	22	5	16	3	7	0	4
1	0	51	0	17	19	11	5	27	22	161	1	1	5	0	36	5	6	52	59	17	3	2	1	5	0	1	43	4	9	0	15	4	4	2	19	8	28	5	3	26	8	7	4	12	0	1
3	0	52	0	31	26	33	13	53	30	293	6	10	3	7	23	5	14	123	55	49	21	1	8	7	3	0	63	2	12	1	13	4	10	2	41	22	78	32	7	28	31	18	17	65	2	2
5	1	69	4	42	27	58	38	104	68	238	8	9	8	33	44	6	21	173	64	87	5	4	38	57	2	1	67	13	17	33	53	29	27	0	85	61	123	81	26	96	41	24	21	132	8	2
9	1	117	13	53	39	91	66	140	112	274	21	13	60	27	63	19	48	282	76	56	22	4	96	130	3	4	77	23	43	72	103	48	25	2	65	137	274	105	22	138	47	24	11	220	14	5
1	3	149	25	86	55	60	78	173	161	381	38	16	72	19	71	18	65	303	103	63	11	6	117	183	8	14	111	19	52	46	120	61	25	9	67	288	309	90	17	153	39	16	49	280	28	7
3	6	327	56	247	63	109	206	283	264	406	153	70	85	23	190	89	85	451	125	43	34	30	188	361	31	50	148	32	119	48	204	62	53	20	125	348	556	125	17	269	78	48	84	434	39	37
16	30	544	79	294	55	107	294	245	413	464	372	53	112	28	288	140	155	618	270	45	60	44	238	568	84	66	230	77	155	61	217	94	57	30	132	292	638	139	74	434	127	124	115	546	57	26
55	36	146	74	251	87	86	390	283	794	333	271	41	165	64	165	110	192	282	760	98	48	4	312	644	208	77	711	84	200	30	202	135	68	47	324	142	316	89	33	512	155	162	171	392	104	38
132	256	1654	147	1011	238	325	645	1192	1311	644	433	254	346	243	949	389	579	2098	1154	142	185	65	418	1338	452	173	775	427	431	243	453	421	180	133	639	425	1523	298	405	1854	470	168	291	863	255	73
221	549	3656	313	1889	477	628	1282	2853	2765	1102	954	594	777	551	2453	1198	1418	4637	2131	297	383	197	645	3230	1155	412	1664	812	983	419	1019	997	544	278	1287	745	3263	585	666	4384	959	327	710	1207	480	137
472	974	10558	610	3582	981	1450	2300	6406	5058	2591	2273	1147	1660	1060	5119	2632	3007	12317	3139	467	759	566	1003	6374	2234	1373	2183	1635	2320	888	2298	1796	1439	678	2411	1149	8322	1357	940	7876	2053	616	1251	2101	859	334
528	1282	16161	783	4479	1351	2115	3102	9046	7223	5262	2871	1359	2360	1567	6231	4018	4280	17091	4001	1042	1078	856	952	9022	3309	1962	2744	2591	3885	1073	3482	2190	2221	1127	3301	1483	11919	1757	936	9319	2398	789	1939	2556	924	438
483	1219	13060	805	3887	1303	2004	2653	8228	7419	7526	2180	1335	1964	2076	5362	4222	3645	14288	2166	1354	929	1324	631	7388	2335	2014	2377	2462	3412	1013	3038	1921	2616	1145	2746	1564	10360	1361	742	7315	1813	965	2361	1653	732	433
623	657	9962	942	3426	1399	1843	2382	6323	7165	9671	2239	1047	1676	2305	4377	3300	3120	11727	1947	1764	922	1235	645	7979	1881	2280	2455	2447	2741	937	2912	1802	2845	1168	2777	1777	8225	1194	732	6404	1787	1045	2331	1551	734	461
797	408	10018	1049	3216	1693	1604	2504	5846	6103	8884	2680	981	1428	2554	4225	2270	2901	11911	1650	1931	1162	1242	859	8497	2048	2021	2168	2555	2432	916	2861	1760	3288	1381	2648	1730	7360	1195	686	5944	1821	1035	1957	2060	769	531
980	407	10462	1118	3470	1814	1731	2314	6416	6128	8204	2582	1049	1362	3271	4601	1973	3144	11973	1335	2303	1479	1175	1034	8228	2260	2186	2140	2733	2467	902	2444	1815	3550	1653	2926	1963	7547	1079	801	6885	1911	1182	2030	2106	830	776
817	453	7849	975	2688	1388	1533	1628	4946	4669	6800	1917	834	1002	3626	4058	1774	2377	9419	915	2423	1303	1131	860	6111	1478	2290	1668	2098	2072	896	1539	1507	3057	1246	2184	1737	6352	777	624	5554	1492	820	1790	1419	629	685
804	595	6483	1118	2988	1583	1646	1543	4860	4465	6564	1625	953	958	3704	4207	1701	2168	8563	895	2642	1339	1239	913	5487	1563	2471	1640	2024	2548	1139	1313	1731	3137	1477	2517	1920	5787	759	674	5592	1489	1027	2008	1617	648	709
726	818	4531	890	2780	1349	1337	1241	3719	3947	5009	1229	785	723	2736	3189	1582	1738	6102	1026	2158	1178	1120	822	4131	1346	1781	1740	1421	2136	1084	933	1495	2525	1279	2162	1632	4412	632	539	4665	1197	992	2095	1804	564	654
439	694	2742	576	1836	880	892	834	2334	2663	3057	727	406	453	1734	2110	1291	1123	3880	807	1416	848	965	648	2009	899	1245	1116	902	1443	859	507	971	1820	870	1552	942	2647	356	409	2941	796	831	1434	1282	321	447
293	331	1409	244	923	427	459	386	1122	1183	1585	374	261	236	788	1031	784	576	2001	605	785	391	580	288	884	473	786	644	391	823	430	257	559	855	389	573	459	1222	162	163	1467	384	508	735	705	114	245
173	339	818	186	561	261	317	272	773	868	1044	259	200	119	461	661	511	374	1264	455	533	301	424	211	665	352	578	430	208	486	376	188	438	596	193	346	272	727	100	126	1008	281	433	596	593	84	157
148	457	731	182	677	268	419	272	755	949	1126	150	247	165	648	728	727	466	1181	598	710	291	524	161	551	265	656	472	300	891	435	183	486	782	186	312	266	826	100	136	1042	318	552	793	574	115	134
141	257	536	169	458	252	472	224	609	716	1074	118	203	131	750	743	588	337	840	509	696	182	617	119	403	214	610	375	239	811	425	191	417	610	137	228	198	710	104	103	825	309	576	890	396	133	137
134	134	214	69	212	165	227	119	267	400	685	75	87	97	397	431	329	232	416	595	525	132	451	86	215	138	351	323	95	478	250	120	304	333	86	126	141	362	52	86	520	297	371	613	259	93	63
33	70	89	41	100	85	75	46	91	202	282	53	61	41	155	170	113	117	138	496	239	61	154	30	99	52	85	224	30	217	87	31	147	109	37	49	65	130	15	42	237	153	179	248	137	45	24
35	56	63	31	65	64	41	59	79	123	202	41	57	21	103	134	78	93	104	467	127	35	204	43	104	33	67	108	39	181	50	12	118	80	26	26	71	52	39	38	166	129	76	138	155	30	13
25	39	42	4	54	50	13	43	55	96	98	26	28	15	47	83	40	46	49	443	135	11	141	43	61	19	31	75	21	105	43	7	90	34	8	6	69	27	13	22	145	61	54	65	140	30	4
19	14	35	9	33	38	9	15	29	58	37	8	15	11	35	41	24	27	37	404	106	11	81	9	22	25	9	41	8	69	19	3	64	19	5	7	22	14	2	11	69	30	34	32	78	12	9
3	7	6	4	27	14	0	21	17	26	12	0	3	4	11	13	9	8	8	307	23	1	36	5	7	18	2	22	1	19	2	0	20	8	4	3	10	3	0	7	32	15	12	11	67	4	3
7	3	29	1	9	8	1	16	5	10	5	2	0	1	7	4	7	6	14	329	10	0	21	2	4	13	0	7	0	8	1	0	10	1	9	0	5	7	0	2	16	1	5	3	53	0	3
3	1	21	1	5	5	1	10	2	2	6	0	0	0	5	1	4	0	5	264	9	0	3	0	11	12	2	4	0	2	0	0	6	2	1	0	5	5	0	1	10	1	0	3	95	0	0
1	0	5	0	1	3	1	5	5	5	4	0	0	2	4	2	0	0	7	193	12	0	3	0	9	7	1	9	0	1	0	0	3	1	0	1	4	4	0	0	7	0	0	1	45	1	0
0	0	3	0	2	2	1	1	3	3	2	1	0	1	3	2	0	3	4	198	8	0	10	0	20	5	2	8	1	0	3	0	1	0	0	3	1	0	0	0	5	0	0	0	25	3	0
0	0	5	0	1	1	0	2	0	3	8	0	0	3	1	0	0	6	1	136	6	0	1	0	3	1	0	8	3	0	0	0	0	0	0	0	4	0	0	0	6	4	4	0	9	0	0
0	0	5	0	5	1	1	4	1	1	2	0	0	0	1	1	0	6	3	128	2	0	0	0	4	1	0	6	1	0	0	3	1	0	0	2	1	2	0	1	8	3	3	0	2	0	0
0	0	6	0	2	0	0	1	1	1	1	2	0	1	0	1	0	2	2	72	2	0	0	0	9	0	0	4	0	0	0	2	3	1	0	1	0	0	0	0	9	0	0	1	1	0	1
1	0	8	0	1	0	0	0	1	1	0	4	1	3	0	0	0	1	4	69	2	0	0	0	15	0	0	2	2	1	0	0	2	0	0	0	9	0	0	0	6	0	1	0	1	0	0
0	0	10	0	1	1	0	0	0	5	1	3	0	0	0	1	1	1	3	42	1	0	0	0	15	0	0	6	1	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0
0	0	5	6	0	0	1	0	2	1	1	3	1	3	0	3	0	4	5	37	3	1	0	0	0	2	0	5	1	0	0	1	3	2	0	0	1	0	1	0	8	0	0	1	0	0	0
2	0	3	0	2	0	1	0	3	2	2	0	0	2	0	3	0	3	3	29	1	0	0	0	2	6	0	3	2	0	0	0	0	0	3	0	1	2	0	0	6	0	0	0	0	1	0
4	0	5	0	0	1	0	0	0	2	1	0	0	6	0	2	0	0	6	49	1	0	0	3	0	10	0	1	1	0	0	0	7	0	1	0	2	2	2	0	9	5	0	0	0	3	0
12	0	3	0	2	0	1	1	3	0	4	3	0	2	0	2	0	0	6	76	0	0	0	21	0	4	0	2	19	0	0	0	7	0	0	0	0	2	0	0	6	2	0	0	0	0	2
18	0	10	1	1	5	2	0	8	0	2	1	0	2	0	6	0	0	16	67	0	0	0	16	4	10	0	16	5	0	0	0	0	0	0	1	0	3	3	1	47	1	0	1	0	3	8
5	0	7	0	3	8	0	0	2	0	2	0	1	0	0	11	0	0	51	56	0	0	0	9	7	3	0	6	0	0	4	4	7	0	0	0	0	2	4	0	5	0	0	1	0	2	1
2	0	16	0	9	17	0	62	9	1	0	13	5	1	0	22	0	1	37	63	0	0	0	10	9	6	0	10	0	0	0	12	7	0	0	3	8	1	1	6	10	2	0	0	0	1	0
0	0	15	0	5	23	4	34	14	4	0	27	9	4	3	9	0	1	31	46	0	0	0	5	25	2	0	11	2	0	0	4	3	0	0	0	10	2	1	3	12	4	0	0	17	2	0
0	0	21	1	3	15	0	16	26	5	0	21	3	3	0	5	0	1	26	39	3	0	0	1	19	1	0	4	1	1	0	3	6	3	1	2	13	4	0	0	10	9	0	0	11	1	0
0	0	7	2	5	9	1	5	15	0	3	20	1	1	4	8	2	2	30	25	0	0	0	1	6	0	0	10	2	0	0	6	8	5	0	0	6	4	0	2	7	2	0	0	9	5	0
1	0	52	0	7	6	3	6	62	2	1	16	1	3	2	12	0	3	32	35	4	0	1	0	10	0	0	6	2	1	0	5	18	5	0	1	4	4	3	0	33	6	0	1	11	0	0
0	0	86	1	10	18	3	6	59	11	12	69	6	5	0	11	1	2	93	33	22	0	15	1	13	1	4	13	4	4	0	24	25	64	1	2	5	67	4	1	44	4	0	0	8	2	4
5	3	99	0	26	25	11	7	81	25	12	76	15	5	5	27	13	11	161	32	17	2	18	2	18	0	0	16	5	22	4	29	27	49	2	10	5	136	1	1	66	9	2	8	4	1	5
7	0	244	7	19	45	21	9	103	52	45	39	19	7	5	64	32	26	302	22	54	8	55	0	37	1	1	25	12	45	10	56	25	28	4	18	5	178	5	4	87	5	1	62	3	4	9
15	8	614	10	91	110	36	20	335	122	117	93	47	9	19	141	59	27	791	59	397	21	49	3	97	0	2	17	27	74	10	81	33	31	28	60	21	435	0	6	238	20	15	210	4	2	15
27	13	1337	40	199	115	66	22	614	218	421	135	144	26	115	196	99	149	1496	79	673	25	83	5	117	4	5	34	40	126	16	98	41	78	32	120	30	1233	2	24	457	37	53	487	15	0	50
41	65	2221	92	226	208	149	54	1174	308	1307	203	276	88	299	376	237	447	2420	112	739	19	116	12	243	45	58	87	111	299	59	93	100	198	66	362	30	2334	75	37	852	104	83	584	62	34	87
77	186	4208	249	493	492	289	193	2317	671	3237	453	764	312	688	1172	557	1129	4192	328	1010	80	421	24	928	162	183	219	346	549	124	167	247	429	166	687	62	4607	92	149	2204	232	169	769	96	145	181
112	416	7329	721	1274	837	758	487	4276	1788	5890	1113	1288	712	1549	2743	1506	2391	8570	549	1583	281	812	172	2604	305	516	456	767	1053	252	598	807	658	250	1544	135	8598	163	343	5452	505	484	1285	273	299	248
186	1019	11689	1616	2458	1481	1441	1225	6880	3944	7627	2390	1711	1473	2382	6064	2415	3658	13554	1260	2187	566	1266	451	7087	1234	961	862	1403	1986	654	1292	2123	938	605	2819	451	11599	443	1007	10321	1287	994	2001	755	648	558
559	543	2447	1862	2266	1373	1121	1971	2837	5953	5698	2237	386	2334	1140	2635	1792	3205	3802	2827	2228	723	471	1026	8759	1504	1467	3625	1080	1919	404	1822	1754	661	765	3354	825	4702	654	584	5715	1727	2261	2349	1006	906	838
923	1634	8997	1972	6232	2173	2052	4578	6759	8632	4543	3560	1444	2040	2760	6892	2669	3420	9806	3653	1998	1181	1008	1479	10750	4509	1786	2534	2294	2526	1163	2661	4268	1890	1090	3633	2405	6738	1808	1456	8502	3611	1371	2437	3370	1534	975
1694	1529	7859	1830	7061	2331	2199	5887	7283	11581	3277	4032	1410	2373	2764	6756	2853	3557	8198	4917	1739	1735	1230	2383	11697	5875	1869	3471	2511	2879	1462	3855	5191	2837	1818	3710	3777	5639	2720	1512	8280	4974	1354	2693	5577	1817	1091
1664	1541	9381	1536	6276	2235	2253	5734	8004	11891	3372	4035	1335	2132	3545	7414	3316	3250	9605	3779	1487	2573	1654	2452	12023	5077	2281	3397	3020	3780	2011	4151	5498	4650	2026	3571	5183	6219	2731	1528	8640	4954	1373	2582	7309	1422	1135
1047	1123	7813	855	3639	1640	1766	3205	6082	8775	4054	2635	876	1502	2786	5200	2483	2250	7835	2774	1438	2081	1268	1791	7609	2973	2236	2404	2446	3109	1621	3393	3923	4740	1346	2568	3569	4962	1635	1195	6174	2998	1542	2112	4940	830	820
590	602	4978	499	2190	1266	1216	1591	4174	5410	3937	1485	598	947	1807	3326	1564	1480	4743	1616	1424	1399	827	1121	4377	1546	1619	1852	1631	2160	1212	2000	2884	3443	945	1560	2171	3591	952	878	3967	1776	1258	1497	2972	519	507
401	386	3066	352	1334	762	896	848	2670	3386	3360	816	311	617	1080	2114	1140	969	3204	1162	1133	811	547	929	2452	854	1029	1354	986	1326	729	1196	1671	2071	750	1062	1193	2243	594	471	2342	957	879	1064	1850	331	332
237	202	2204	209	967	568	732	433	2049	2111	2458	586	225	375	708	1443	803	652	2213	843	812	599	333	826	1496	592	602	813	712	881	479	825	1008	1285	630	659	828	1567	333	311	1502	647	638	684	1186	231	320
189	133	1553	132	557	429	452	258	1651	1329	2132	367	199	275	481	990	544	463	1694	492	616	336	272	679	1012	435	428	481	448	707	367	551	739	996	346	561	545	1136	260	211	1122	382	512	560	652	154	231
120	120	1091	81	399	375	255	186	1200	904	1632	316	163	183	460	708	401	328	1175	354	482	301	315	475	752	330	355	407	412	426	280	440	521	621	224	333	383	829	171	186	891	323	318	347	488	124	138
164	109	942	58	405	354	180	171	1027	794	1609	286	217	164	381	773	331	366	1107	354	400	331	213	522	653	297	306	301	326	488	198	468	429	550	252	275	341	746	94	173	828	345	278	338	483	109	128
